Week;5-jan;12-jan;19-jan;26-jan;2-feb;9-feb;16-feb;23-feb;2-mrt;9-mrt;16-mrt;23-mrt;30-mrt;6-apr;13-apr;20-apr;27-apr;4-mei;11-mei;18-mei;25-mei;1-jun;8-jun;15-jun;22-jun
Aantal feestdagen;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;1;1;0;0;0;0
